s_id_1,w_id_1,sentence_1,s_id_2,w_id_2,sentence_2,s_id_3,w_id_3,sentence_3,s_id_4,w_id_4,sentence_4,s_id_5,w_id_5,sentence_5,s_id_6,w_id_6,sentence_6,s_id_7,w_id_7,sentence_7,s_id_8,w_id_8,sentence_8,s_id_9,w_id_9,sentence_9,s_id_10,w_id_10,sentence_10
1569_4 ,A1ZSKDWK3U7KKR ,Sher Shah Suri conquered the region during the era of the second Emperor&#44; Humayun&#44; but Humayun succeeded in reclaiming it and his heir Akbar further expanded the Empire.,1569_5 ,A29T1GZFGRLWDM ,The empire reached its peak during the time of Aurangzeb Alamgir,1569_7 ,A29T1GZFGRLWDM ,In 1700 before the death of Aurangzeb&#44; the Mughal empire had reached its peak and it was spread over 4 million square kilometres,1569_8 ,A29T1GZFGRLWDM ,But the empire started to decline after Aurangzebs death&#44; and after the defeat in the 1857 War of Independence&#44; the last ruler Bahadur Shah Zafar was exiled and Hindustan came under British rule,1569_9 ,A22KNHLEDEI42N ,Afghan ruler (Sher Shah Suri and his descendants),1586_0 ,A3DO7MTDWH7MN2 ,Biology or knowledge of biology in life and about lives &#44; including its structure and revolution,1586_1 ,A3DO7MTDWH7MN2 ,In the world there is two of Lives and with Biology has two branches &#44; biology or knowledge of biology,1586_2 ,A2VDEGKZYP64BX ,plants or the knowledge of plants: in this plants are investicated,1586_3 ,A3DO7MTDWH7MN2 ,Animals of knowledge of animals : in which all about knowledge of animals,1586_4 ,A3DPVLRSZRJE0G ,Basically Agriculture education and Zoology education that activation of that all explain. One of the part in physiology.
1586_5 ,A3DO7MTDWH7MN2 ,In history years biology has bring up to the standard of very good credibility which told all about lives and thats why it has so many branches,1586_7 ,AFI796QK8H6WZ ,There are certain basic rules of biology which are applied on international level&#44;&#39; because of life&#44; and he rules the circle of only by reliable information on its existence.,1586_9 ,A210MWU3CUTBE1 ,Some important features of biological,2081_1 ,AZMCPOS91CH8N ,He wrote poems in Urdu and Persian languages and those works in this field only brought fame to him,2081_2 ,AZMCPOS91CH8N ,In poetry&#44; he works were on the basic trend of mysticism and addressed to Islamic people.,2081_3 ,AZMCPOS91CH8N ,Muhammad Iqbal delivered a compilation of lectures on Islamic philosophy named &#39;The reconstruction of religious thought in Islam&#39; which was considered to be comprised of disputed articles and even Saudi Arabia has imposed a ban on it.,2081_4 ,AZMCPOS91CH8N ,Allama Iqbal was considered to be a mystic person with the ability to foresight.,2081_5 ,AZMCPOS91CH8N ,Unlike other politicians&#44; he was the first one to have encouraged the creation of a state exclusively for Muslims and forwarded it during his speech at Allahabad on 1930 in his presidential address.,2081_6 ,AZMCPOS91CH8N ,The same motivation had been changed to reality by the creation of the State&#44;Pakistan.,2081_7 ,AZMCPOS91CH8N ,Because of that&#44; Allama Iqbal is called the father of the Pakistan&#39;s foresight.
2081_8 ,AZMCPOS91CH8N ,Though he was not alive to witness the creation of Pakistan. But he is officially recognized as the national poet of Pakistan.,2115_2 ,A29T1GZFGRLWDM ,Afghanistan has a deep cultural&#44; historical and religious influence from the neighbouring countries,2115_3 ,A1ZSKDWK3U7KKR ,Most of its people are Muslims.,2115_4 ,A1ZSKDWK3U7KKR ,This country has been occupied by Iranians&#44; Greeks&#44; Arabs&#44; Turks&#44; Mongols&#44; British&#44; Russians and now USA&#44; respectively.,2115_5 ,A1ZSKDWK3U7KKR ,But its people have always resisted foreign occupation.,2115_6 ,A1ZSKDWK3U7KKR ,It came to be known as a country in the middle of eighteenth century during Ahmad Shah Durrani&#39;s era. Although many parts of Durrani&#39;s Empire later became parts of surrounding countries.,2115_7 ,A1ZSKDWK3U7KKR ,It won independence from the English in 1919 AD.,2115_8 ,A1ZSKDWK3U7KKR ,After that Afghanistan truly became a nation.,2152_4 ,APH5QH4BC1AXB ,Independent Islamic country Iran: It was known as Faras Earlier. Iran is a country which is located at the north east of Asia.,2152_6 ,APH5QH4BC1AXB ,Apart from this the city is also surrounded by the oceans.
2152_7 ,APH5QH4BC1AXB ,Shia is the national religion of Iran and Farsi is the national language.,2152_8 ,A2KJ7A30NJYY1K ,Iran is one of the oldest civilizations of the world,2152_9 ,A2KJ7A30NJYY1K ,History of country is spanned over thousand years,2153_0 ,APH5QH4BC1AXB ,Country Saudi Arab is the largest country is Arab peninsula.,2153_1 ,A19B5AHVCXP765 ,In North West it&#39;s boundary line is with Jordan&#44; North with Iraq and North East with Kuwait&#44; South East with Oman&#44; South Yemen&#44; while Persian Gulf is in it&#39;s North East and Qalzam Ocean is in it&#39;s West.,2153_2 ,A1ZSKDWK3U7KKR ,This is called the land of Haramein Shareefein&#44; because two most holiest of Islamic cities&#44; Mekkah and Medina are located here.,2153_4 ,A3AH3NPF2NG7F4 ,The Saudi State started to appear about in the mid of 1750 in Arab when a local leader Mohammed Bin Saud a famous Islamic personality and Mujadad Mohammed Bin Abdul Wahab joined to emerge as a new political power.,2153_8 ,A1ZSKDWK3U7KKR ,Saudi state during various eras,2153_9 ,A1ZSKDWK3U7KKR ,The Saud dynasty&#39;s star of fate kept rising and setting in the next 150 years&#44; during which they clashed with Egypt&#44; Ottoman Empire and other Arab families for hegemony over the Arabian Peninsula.,2178_0 ,A19B5AHVCXP765 ,Israel is a Zionist state of Middle East&#44; who created with occupying the land of Palestine.
2178_1 ,A19B5AHVCXP765 ,Many Muslim countries of the world including Pakistan didn&#39;t recognize Israel as a country.,2178_3 ,A19B5AHVCXP765 ,Theodor Herzl is the founder of political Zionism.,2178_4 ,A22KNHLEDEI42N ,He was born in Budapest and got educated in Vienna,2178_5 ,A19B5AHVCXP765 ,It said that his actual name is Binyamin.,2178_7 ,A1ZSKDWK3U7KKR ,Argentine and Middle East were suggested as possible locations for the establishment of this state.,2178_8 ,A2KWJVT257NZ3X ,The British government strongly opposed the formation of a Jewish state in Argentine and stressed its formation in Palestine.,2178_9 ,A1ZSKDWK3U7KKR ,When Lord Balfour became the British Prime Minister in 1905&#44; he had a resolution passed to block the entry of Jews in Britain. After that&#44; Britain passed the following declaration.,2184_0 ,A3DO7MTDWH7MN2 ,Indonesia &#44; according to government Indonesia (Pronunciation Democratic Repulic Indonesia) &#44; South West Asia and Oceania&#39;s Country,2184_3 ,A29T1GZFGRLWDM ,230 have a population of nearly 1 million. This is the worlds 4th most populated country and the highest number for a Muslim country,2184_4 ,A29T1GZFGRLWDM ,Indonesia is a democratic country with an elected Assembly and President
2184_6 ,AZMCPOS91CH8N ,The country shares land borders with Papua New Guinea&#44; East Timor&#44; and Malaysia.,2184_7 ,AZMCPOS91CH8N ,Other neighboring countries include Singapore&#44; Philippines&#44; Australia&#44; and the Indian territory of the Andaman and Nicobar Islands.,2184_8 ,AZMCPOS91CH8N ,Indonesia is a founding member of ASEAN and a member of the G-20 major economies.,2184_9 ,A29T1GZFGRLWDM ,Indonesia Archipelago is an important trade centre. Atleast from the 7th century its trade relations with Srivijaya&#44; China&#44; India and Majapahit,2211_0 ,A1FB8PARGLYULX ,To view articles about Turkey language&#44; view Turkey language.,2211_1 ,A1ZSKDWK3U7KKR ,Turkey (official name: Turkiye Cumhuriyeti or Democratic Turkey) is spread as far as Anatolian Peninsula in the southwestern Asia and the Balkan region in southeastern Europe.,2211_2 ,A1ZSKDWK3U7KKR ,Turkey shares boundaries with 8 countries&#44; which include Bulgaria in the northwest&#44; Greece in the west&#44; Georgia in the northeast&#44; Armenia in the east&#44; Iran and Azerbaijan&#39;s area of Nakhchawan to the south and Iraq and Syria in the southeast.,2211_3 ,A1ZSKDWK3U7KKR ,Moreover&#44; country&#39;s border meets with Black Sea in the north&#44; Aegean Sea and Marmara Sea in the west&#44; and Mediterranean Sea in the south.,2211_4 ,A1ZSKDWK3U7KKR ,Turkey is a democratic&#44; secular and constitutional republic&#44; whose current hierarchy was established under the leadership of Mustafa Kamal Ataturk in 1923 after the fall of the Ottoman Empire.,2211_5 ,A1ZSKDWK3U7KKR ,It is a founding member of United Nations and Organization of Islamic Conference&#44; as well as a member of European Assembly since 1949 and of NATO since 1952.
2211_7 ,A29T1GZFGRLWDM ,Because of it unique location between Europe and Asia&#44; it has a blend of Eastern and Western culture,2229_6 ,A208WQ9BXC6F6S ,China&#39;s success history dates back to about 6000 years.,2229_7 ,A22KNHLEDEI42N ,For centuries China remained the most developed nation of the world&#44; the cultural center of Eastern Asia whose effects are seen today also,2229_8 ,A208WQ9BXC6F6S ,This way many new inventions were made on the land of China out of which four famous things namely include paper&#44;compass&#44;explosives and printing press.,2282_0 ,A1ZSKDWK3U7KKR ,With regards to area&#44; Canada is the second largest country in the world.,2282_1 ,A1ZSKDWK3U7KKR ,This occupies a big part of the North American continent.,2282_2 ,A19B5AHVCXP765 ,Spread from Atlantic ocean to Arctic ocean.,2282_4 ,A29T1GZFGRLWDM ,Before becoming a British and French colony&#44; Canada was inhabited by Aborigenees or ancient people,2282_5 ,A19B5AHVCXP765 ,Canada gained independence from England gradually.,2282_6 ,A29T1GZFGRLWDM ,This process started in 1867 and finished in 1982
2282_7 ,A208WQ9BXC6F6S ,Canada is the collection of royal federal constitution and parliamentary democracy and it consists ten provinces and three states.,2282_8 ,A29T1GZFGRLWDM ,Canada is officially known as a country having 2 languages&#44; or Multi lingual country,2282_9 ,A29T1GZFGRLWDM ,English and French have the status of official languages,2372_1 ,A1ZSKDWK3U7KKR ,Commonwealth of Australia is a country on the southern hemisphere which consists of the world&#39;s smallest continent.,2372_2 ,A1ZSKDWK3U7KKR ,It includes the big island of Tasmania and many smaller islands in the South Sea&#44; the Indian Ocean and the Pacific Ocean.,2372_3 ,A1ZSKDWK3U7KKR ,Its neighbors Indonesia&#44; East Timor and Papua New Guinea to the north&#44; Solomon Islands&#44; Vanuatu and New Caledonia to the Northeast and New Zealand to the Southeast.,2372_4 ,A1ZSKDWK3U7KKR ,Australia&#39;s mainland has been populated by aboriginals living there for the last 42000 years.,2372_5 ,A1ZSKDWK3U7KKR ,The scattered fishermen from the north and European adventurers had started arriving here in the 17th century.,2372_7 ,A1ZSKDWK3U7KKR ,Later&#44; it was merged into the colony of New South Wales on 26th January&#44; 1788.,2372_8 ,A1ZSKDWK3U7KKR ,As soon as the population rose and new regions were discovered&#44; five new colonies were created here before the 19th century.
2372_9 ,A1ZSKDWK3U7KKR ,Those 6 colonies formed a federation on 1st January&#44; 1901&#44; and hence the Commonwealth of Australia came into being.,2538_0 ,A29T1GZFGRLWDM ,Blog is actually a portmanteau word which is being used since 1998 under different meanings. In arabic the word Madona is used for it which is why it is being copied into Urdu. Urdu has many words in it from Arabic,2718_2 ,A2KJ7A30NJYY1K ,Quran (In Arabic Al Quran Al Karim) is the greatest book of human world which is word of Allah. And it came on last prophet Hazrat Muhammad PBUH in 23 years,2718_3 ,A1FB8PARGLYULX ,The process of being sent down the Qur&#39;an to be revealed who is also called wahhi..The Book of Allah and the angels Hazrat   jibraill brought by Prophet Hazrat Mohammad was revealed.,2718_4 ,A2KMRPCKI6YGYK ,there is no changes in quran till date and it the only book of the world which still has in same form as it was&#44; in spite of publishing in the whole world everywhere it is identical,2718_5 ,A3AH3NPF2NG7F4 ,Its arrangement is not by Revelations but is according to the arrangement told by Mohammed (PBUH)&#44; it was united into one in the reign of Hazrat Abubakar (God bless Him),2718_6 ,A3AH3NPF2NG7F4 ,The work was headed by Hazrat Zaid bin Sabit Ansari. (God bless Him),2718_8 ,A3AH3NPF2NG7F4 ,This was the translation of Surah Fatiha from Arabic to Persian.,2718_9 ,A3DO7MTDWH7MN2 ,Quran Pak is the only book in the world that memorized by millions of People,2867_0 ,A3AH3NPF2NG7F4 ,Lahore is the capital of Punjab and the second largest city of the Pakistan
2867_1 ,A3AH3NPF2NG7F4 ,It is center of Pakistan&#39;s culture&#44; education and history.,2867_2 ,A3AH3NPF2NG7F4 ,It is also called the heart of Pakistan.,2867_3 ,A3AH3NPF2NG7F4 ,This city is situated at the bank of Ravi River.,2867_5 ,A3AH3NPF2NG7F4 ,Shahi Qila&#44; Shalamar Garden&#44; Badshahi Masjid&#44; Tomb of Jahangir and Tomb of Noor Jehan are monuments of Mughal period.,2867_6 ,A29T1GZFGRLWDM ,Many historic buildings of Sikh and British rule are also here,2867_8 ,A2KMRPCKI6YGYK ,Chinese citizen suuzo zing was the first person who wrote about Lahore while passed from here while gong to India in 630,2867_9 ,A3AH3NPF2NG7F4 ,The initial history of this city is popular among the public but there is no proof of that available&#44; the son of Ram Chandra &quot;Loho&quot; inhabited this town.,2971_0 ,A37MH3I3SYW9SR ,Word Sufism is used for a process or procedure in which some sufi act is done.,2971_1 ,A37MH3I3SYW9SR ,Sufis who love Islam describe Sufism as control on worldly desires&#44; guidance and enlightenment.,2971_2 ,A37MH3I3SYW9SR ,People who describe Sufism in this manner believe that Sufism is in accordance with Quran and Hadith. And in beginning Scholars of different sects used to agree with it.
2971_3 ,A37MH3I3SYW9SR ,Later some aspects and factors of Sufism came in light which were not appreciate and rejected by all Scholars of every sects.,2971_4 ,A37MH3I3SYW9SR ,The overview of all perspective will be covered in essay. To explain sufism in more detailed manner&#44; William C,2971_5 ,A37MH3I3SYW9SR ,Chittick&#39;s account is given.,2977_0 ,A1ZSKDWK3U7KKR ,A conference of the representatives of 50 nations was held in San Francisco&#44; USA from 25 April&#44; 1945 to 26 June&#44; 1945 AD.,2977_1 ,A1ZSKDWK3U7KKR ,The formation of an International institution was considered in that conference.,2977_2 ,A1ZSKDWK3U7KKR ,As a result&#44; United Nations charter was written.,2977_3 ,A3AH3NPF2NG7F4 ,But United Nations came into being on October 24&#44;1945.,2977_4 ,AZMCPOS91CH8N ,The name of United Nations or United Nations Organization was proposed by the former President Roosevelt.,2977_7 ,AZMCPOS91CH8N ,The Charter of the United Nations was signed in San Francisco&#44; America,2977_8 ,AZMCPOS91CH8N ,The Preamble to the Charter is written as follows
2977_9 ,AZMCPOS91CH8N ,We the peoples of the United Nations determined that to save succeeding generations from the scourge of war&#44; which twice in our lifetime has brought untold sorrow to mankind.,3038_0 ,A1ZSKDWK3U7KKR ,Mirza Ghalib(1796-1869) is considered to be the greatest poet of Urdu language.,3038_1 ,A2KMRPCKI6YGYK ,the secret of his glory is in his poetry,3038_3 ,A1ZSKDWK3U7KKR ,Ghalib witnessed the destruction of a great Muslim Empire and the seizure of his country by the foreign nation of Britain in the testing times in which he was born.,3038_4 ,A1ZSKDWK3U7KKR ,Perhaps this is the backdrop which caused farsightedness and  broadmindedness in him.,3038_5 ,A1ZSKDWK3U7KKR ,Mirza Ghalib&#39;s name was Asadullah Baig Khan.,3038_6 ,APH5QH4BC1AXB ,His father name was Abdullah baig.,3038_7 ,A3G47CAV3O0ELG ,he was born in Agra in December 1797,3038_8 ,A29T1GZFGRLWDM ,Ghalib lost his father during his childhood. He was raised by his uncle&#44; but when he was 8 years old his uncle died as well,3038_9 ,AZMCPOS91CH8N ,Nawab Ahmad Khan had fixed an allowance with the British Government for the Mirza family.
3476_3 ,A3AH3NPF2NG7F4 ,Diagram I: An exploded sample to explain the internal components of the computer.,4005_3 ,AB3P6S87M4ZH7 ,According to the Muslims&#44; Hazrat Muhammad (p.b.u.h.)&#44; was sent by Allah as the last Prophet of all the prophets that He has sent&#44; who was sent to correct the humans of the world for the last time.,4005_4 ,A2KMRPCKI6YGYK ,according to encyclopedia Britannica he is the most successful personality in the world,4005_5 ,AB3P6S87M4ZH7 ,Born in the year 570 ( some of the traditions quote it as the year 571)&#44; Muhammad received the first revelation at the age of forty.,4005_6 ,AB3P6S87M4ZH7 ,He died at the age 63 years in the year 632 in Medina&#44; both Makkah and Medina are included in the Hijaazi.,4005_7 ,AB3P6S87M4ZH7 ,Hazrat Muhammad bin Abdullah bin Abdul Mutalib bin Hashim bin Abd Manaf&#39;s father died  months before his birth&#44; and when he was seven years old&#44; his mother Amina also passed away.,4005_8 ,AB3P6S87M4ZH7 ,In Arabic&#44; the word Muhammad means &quot; the one who is praised&quot;&#44; this word is taken out from its root word which means to praise.,4203_0 ,A1ZSKDWK3U7KKR ,This article is specifically for Internet. The pages of &#39;Computer Networking&#39; and &#39;Internetworking&#39; cover the other networking ideals.,4203_5 ,A1ZSKDWK3U7KKR ,Jalbini or Internet (English: Internet) is an international network (Computer Network) of mutually unified computers&#44; which is accessible to everybody at the public or collective level.,4203_6 ,A3DD3ACPMVDVCA ,This network uses Internet Protocols to send data via packet switching.
4203_7 ,A3DD3ACPMVDVCA ,Actually&#44; the internet is a group of smaller intranets which are found at local levels. Together they provide various forms of data and services such as e-mail&#44; online chatting&#44; transfer of files&#44; and a system of websites and the world wide web.,4203_8 ,A3AH3NPF2NG7F4 ,The selection of the word &quot;Internet&quot;,4203_9 ,A1ZSKDWK3U7KKR ,Word &quot;Jalbin&quot; is the translation of English word &quot;Internet&quot;.,4680_0 ,AUS4FY6OZY9NI ,It&#39;s a country of ancient civilizations including Hispanics&#44; Castin&#44; Catalan and Bask among others.,4680_1 ,AUS4FY6OZY9NI ,It is connected in the west with Portugal&#44; in the south with Gibraltar and Marakesh&#44; and in the north with Andora and France.,4680_3 ,A19B5AHVCXP765 ,Andalusia is a big densely populated area located in&#44; the Atlantic ocean in South East of continent Europe&#44; affiliated with Gibraltar Strait and Mediterranean&#44; the country Spain.,4680_4 ,A19B5AHVCXP765 ,Which was captured by Muslim general Tariq bin Ziad on 19th of July 711 after defeating the king Rodrigo.,4680_5 ,A22KNHLEDEI42N ,People of Roman empire use to call it Hispania,4680_6 ,A3AH3NPF2NG7F4 ,It is analogous to German state &quot;Vandalus&quot;,4680_8 ,A22KNHLEDEI42N ,In Spain head of the country is the king and present king&#39;s name is Juan Carlos I&#44; in Spain parliamentary system is there which has two house Senate (Higher House) and Congress (Lower House)
5178_9 ,A1ZSKDWK3U7KKR ,At that time&#44; Economics was not identified as a separate subject&#44; but Economics related writings existed in multiple magazines even before 1876. For example&#44; Thomas Munn&#39;s articles about international trade belong to 16th century.,5218_3 ,A3AH3NPF2NG7F4 ,Unlike intercourse sex is a kind of word that have several uses; In medicine it generally means male or female gender whereas the word sex is used for any kind of relationship or connection between different genders without any discrimination which involves the excitement of sexual of both or single person.,5958_4 ,A3AH3NPF2NG7F4 ,The grave of Mughal King Shahjahan&#39;s wife Mumtaz Mughal is in Agra city of India.,5958_5 ,A29T1GZFGRLWDM ,It is said that the Iranian engineer Essa Shirazi made the blueprints of this palace&#44; but it is said in the Kings diary that he himself developed its blueprints,5958_6 ,A287HV3P9SUP2R ,This building took 18 years to complete from 1632 to 1650,5958_8 ,A29T1GZFGRLWDM ,The entire building is of precious stone,5958_9 ,A287HV3P9SUP2R ,Its length and breadth is 130 ft. and height is 200 ft.,601_10 ,A208WQ9BXC6F6S ,Anyone can edit any article in Wikipedia.,601_11 ,A29T1GZFGRLWDM ,So click the link called &#39;edit the page&#39; and edit the page,601_12 ,A29T1GZFGRLWDM ,To do this you have to be logged in
601_13 ,A22KNHLEDEI42N ,The easiest way to help us is that you read wikipedia as any other encyclopedia,601_14 ,AHXG6KBR16CJF ,If you think there is a mistake&#44; click &#39;edit page&#39; and correct the mistake.,601_15 ,A29T1GZFGRLWDM ,Don&#39;t be scared of making a mistake because even that mistake can be rectified,601_16 ,A29T1GZFGRLWDM ,Wikipedia has different subjects and its numbers are constantly increasing,601_19 ,AHXG6KBR16CJF ,Read our instructions and Policy.,601_20 ,A29T1GZFGRLWDM ,Especially our non biased strategy,601_21 ,A29T1GZFGRLWDM ,that is while writing on topics&#44; keeps in mind to be neutral and unbaised,601_23 ,A29T1GZFGRLWDM ,On Wikipedia anyone can edit but creating an account has many other benefits,601_24 ,A3NKGWGJSM3702 ,If you want you can make account and introduce yourself in about me section.,608_11 ,A29T1GZFGRLWDM ,The pakistan movement came into being because of this
608_12 ,A29T1GZFGRLWDM ,This movement was led by Muhammad Ali Jinnah,608_13 ,A1WYSSW33M2FZ2 ,Pakistan was formed on 14th of August 1947.,608_14 ,A1WYSSW33M2FZ2 ,In partition of the Indo-Pak subcontinent&#44; the British left such inaccuracies which became the reason of 2 wars on the issue of Kashmir between Pakistan and India.,608_15 ,A1WYSSW33M2FZ2 ,Apart from this&#44; because all the rivers came to Pakistani Punjab through the Indian occupied Kashmir therefore Pakistan had to sign Indus water treaty with India according to which Pakistan had to let go of the eastern rivers Satluj&#44; Beas and Ravi.,608_16 ,A1WYSSW33M2FZ2 ,Whereas Pakistan&#39;s autority was accepted over River Indus&#44; Chenab and Jehlum.,608_17 ,A29T1GZFGRLWDM ,From 1947 to 1948 Pakistan faced monetary crisis as India did not pay Pakistan the cash that was supposed to come its way,608_18 ,A3AH3NPF2NG7F4 ,Apart from that Pakistan just received four factories on the name of industrial structure and moreover many internal and external difficulties entangled Pakistan.,608_19 ,A1WYSSW33M2FZ2 ,In 1948&#44; Mr. Jinnah suddenly died.,608_20 ,A29T1GZFGRLWDM ,After him the Government was taken over by Laiquat Ali Khan,608_21 ,A29T1GZFGRLWDM ,Liaquat Ali Khan was murdered in 1951
608_23 ,A29T1GZFGRLWDM ,Pakistan&#39;s first constitutions was established in 1956,608_24 ,A29T1GZFGRLWDM ,Despite this&#44; the political instability resulted in the imposition of Martial Law in 1958,608_25 ,A1ZSKDWK3U7KKR ,All the big reservoirs in Pakistan were constructed during General Ayub&#39;s dictatorial era.,608_26 ,A1ZSKDWK3U7KKR ,During Ayub&#39;s era&#44; development occurred in Pakistan but East Pakistan went farther away.,608_27 ,A29T1GZFGRLWDM ,Pakistan&#39;s 2nd constitution was established in 1963,608_28 ,A3AH3NPF2NG7F4 ,But the situation of east Pakistan kept on deteriorating gradually.,608_29 ,A1ZSKDWK3U7KKR ,Ayub Khan left the government due to public protests&#44; but handed the government over to his military forerunner&#44; General Yahya Khan&#44; who did not deserve it at all.,608_30 ,A1ZSKDWK3U7KKR ,In 1971&#44; despite Awami League&#39;s resounding success from East Pakistan&#44; Yahya Khan preferred military operation in East Pakistan rather than transferring the power.,608_31 ,A3DO7MTDWH7MN2 ,To benefit from current situation they help freedom fighter financially and military for the result finally in December 1971 dhaka separated from Pakistan and east Pakistan become a separate country Bangladesh,608_32 ,A29T1GZFGRLWDM ,Pakistan was ruled by the PPP Government from 1972 to 1977
608_33 ,A29T1GZFGRLWDM ,Zulfiqar Ali Bhutto was Pakistan&#39;s President&#44; and later on became the Prime Minister as well,608_35 ,A29T1GZFGRLWDM ,This is also the time when the Socialist and Pan Islamic viewpoint increased in Pakistan,608_36 ,AYIJAFPUE2LRY ,Industries and institutions had been nationalized in that era.,608_37 ,A29T1GZFGRLWDM ,Towards the end of this era&#44; the ruling and opposition parties increased their differences. This resulted in the imposition of the Martial Law once again in 1977,608_38 ,AYIJAFPUE2LRY ,there was Martial Law in the next era from 1977 to 1988.,608_39 ,AYIJAFPUE2LRY ,General Zia-ul-Haq was the ruler of Pakistan in that era.,608_40 ,A29T1GZFGRLWDM ,Due to the war in Afghanistan&#44; Pakistan got a lot of aid,608_41 ,A29T1GZFGRLWDM ,In this era the non party elections took place in 1985 and Junejo Government came into power,608_42 ,A1WYSSW33M2FZ2 ,Which were discarded by Zia-ul-Haq in 1988. In 1988&#44; plane of the president crashed and once again democracy started in Pakistan.,608_43 ,A3AH3NPF2NG7F4 ,After that elections were conducted in 1988 and PPP under the leadership of Benazir Bhutto with its coalition parties came into power.
608_44 ,A29T1GZFGRLWDM ,President Ghulam Ishaq Khan dissolved the Government,608_45 ,A3AH3NPF2NG7F4 ,In 1990 IJI under the leadership of Nawaz Sharif and its coalition parties came into power.,608_47 ,A2KJ7A30NJYY1K ,After that Farooq Leghari became the president,608_48 ,A3AH3NPF2NG7F4 ,New elections took place in 1993 and PPP and its coalition parties again came into power.,608_49 ,A3AH3NPF2NG7F4 ,This government was also dismissed.,608_50 ,A3AH3NPF2NG7F4 ,After the election of 1997 Muslim League (N) and its coalition parties came into power again.,608_51 ,A29T1GZFGRLWDM ,Towards the end of this Government&#44; the differences between political and amry circles increased. This resulted in the armed Government coming back into power in 1999,608_52 ,A3AH3NPF2NG7F4 ,Pervez Musharraf became the President and Prime Minister was Mir Zafarullah Khan Jamali after the election of 2001.,608_53 ,A29T1GZFGRLWDM ,In 2004&#44; General Musharraf decided to make Shaukat Aziz&#44; the Prime Minister,608_54 ,A29T1GZFGRLWDM ,For a short period&#44; Chaudhary Shujaat took over the responsibilities of the Prime Minister&#44; and after Shaukat Aziz was nominated as a member of the National Assembly&#44; decided to resign
608_55 ,A3AH3NPF2NG7F4 ,Shaukat Aziz resigned on 5th November when the time of National Assembly completed.,608_56 ,A2VDEGKZYP64BX ,on 16 november chairman of saint janab mia mohammad somru took the responsiblity of prime minister,608_57 ,A3AH3NPF2NG7F4 ,In February 2008 after the elections the PPP appointed Yousaf Raza Gillani as the Prime Minister.,608_60 ,A3AH3NPF2NG7F4 ,Pakistan is a federal democracy.,608_65 ,A2KJ7A30NJYY1K ,There are 4 provinces&#44; 2 federal areas&#44; and two parts of Pakistani Kashmir in Pakistan,608_66 ,A3AH3NPF2NG7F4 ,Recently Pakistani Parliament has declared Gilgit Baltistan as the fifth province of Pakistan.,608_79 ,A19B5AHVCXP765 ,Pakistan is located in the North Western part of South Asia.,608_80 ,A19B5AHVCXP765 ,In Pakistan&#39;s East there are field lands&#44; and in West and North there are mountains.,608_81 ,A3NKGWGJSM3702 ,River Sindh is the longest river of Pakistan.,608_82 ,A3NKGWGJSM3702 ,this river starts from the north of pakistan and and falls into ocean after passing through Sarhad&#44; Punjab and Sindh.
608_83 ,A3JYPR03KI0JWC ,Eastern North West Frontier Provence (NWFP)&#44; Central Sindh&#44; and Northern&#44; Central&#44; and central South areas of Punjab are plain areas. Most of these ares contain canals and under cultivation.,608_85 ,A1ZSKDWK3U7KKR ,Most of the Baluchistan consists of mountain ranges&#44; but Sibi area is plain and desert-like.,608_86 ,A1ZSKDWK3U7KKR ,There are short mountains in the western areas of N.W.F.P&#44; whereas the world&#39;s tallest mountain range is situated in N.W.F.P and Northern Areas.,608_88 ,A1WYSSW33M2FZ2 ,Pakistan is a developing third world country.,608_89 ,A1ZSKDWK3U7KKR ,Due to unsolicited military intervention in Pakistan&#39;s internal matters&#44; people in possession of large real estates (feudal lords like Wadeiras&#44; landlords and Chaudharies) with a psychological and selfish habit to deprive the ordinary people of their right to education (in order to maintain the labor camps)&#44; discriminatory education system created by the people on higher posts for their own interests (in order to appease the feudal lords as well as paving the way for their own children&#39;s monopoly after they gain higher education in English or from abroad)&#44; narrow-minded and monopolistic attitude of clerics and foreign tensions&#44; the country&#39;s economy couldn&#39;t develop.,608_90 ,A1ZSKDWK3U7KKR ,Initially&#44; the Pakistani economy mostly depended on agriculture.,608_91 ,A1ZSKDWK3U7KKR ,But now the Pakistani economy (which is considered to be pretty weak) has performed considerably better despite the attack on USA&#39;s World Trade Center&#44; international economic decline&#44; Afghan War&#44; shortage of water and tensions with India.,608_92 ,A3JYPR03KI0JWC ,Now Pakistan&#39;s economy is stable and growing very fast.,608_93 ,A29T1GZFGRLWDM ,Karachi Stock Exchange&#39;s KSE index is outperforming all other markets since the last 2 years,608_95 ,APH5QH4BC1AXB ,In terms of population Pakistan is the sixth largest country and along with that the population is tremendously increasing in Pakistan.
